title,slug,category,categorySlug,price,tag,inventory,status,image,video,gallery,variants,hues,description,seoTitle,seoDescription,seoKeywords,canonicalUrl,imageAlt,brand,sku,reviewRating,reviewCount,seoFocusKeyphrase,sortOrder,sourceProductId,sourceHandle,sourcePublishedAt
"#DQ2 White Himalayan (Indoor)","dq2-white-himalayan-indoor","Indoor","indoor","325","Indoor","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2042.jpg?v=1785611983","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/88e565682e8f4abda6115364a7a0bd35/88e565682e8f4abda6115364a7a0bd35.HD-1080p-4.8Mbps-90525818.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2042.jpg?v=1785611983""]","[{""name"":""QP"",""price"":325,""inventory"":999},{""name"":""HP"",""price"":600,""inventory"":999},{""name"":""P"",""price"":1100,""inventory"":999}]","[""hsl(0, 30%, 18%)"",""hsl(0, 40%, 35%)"",""hsl(0, 50%, 60%)""]","9.5/10👃 Licensed Indoors Pungent Lemon Candy Nose Soft Squishy Texture #DQ2 White Himalayan (Indoor) is available in the Indoor catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $325.00, HP at $600.00, P at $1100.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#DQ2 White Himalayan (Indoor) | FUELPACKS Indoor","#DQ2 White Himalayan (Indoor) from FUELPACKS Indoor. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Indoor; #DQ2 White Himalayan (Indoor); FUELPACKS; Telegram ordering","/products/dq2-white-himalayan-indoor","#DQ2 White Himalayan (Indoor) product image from FUELPACKS","FUELPACKS","dq2-white-himalayan-indoor","","","#DQ2 White Himalayan (Indoor)","61","gid://shopify/Product/10370335637800","dq2-white-himalayan-indoor","2026-08-01T19:20:14Z"
"#DU4 Shocktartz (Indoor)","du4-shocktartz-indoor","Indoor","indoor","325","Indoor","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2044.jpg?v=1785612052","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/407bdf58590c4efd9cd232f30e51fe50/407bdf58590c4efd9cd232f30e51fe50.HD-1080p-4.8Mbps-90525842.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2044.jpg?v=1785612052""]","[{""name"":""QP"",""price"":325,""inventory"":999},{""name"":""HP"",""price"":600,""inventory"":999},{""name"":""P"",""price"":1100,""inventory"":999}]","[""hsl(149, 30%, 18%)"",""hsl(149, 40%, 35%)"",""hsl(149, 50%, 60%)""]","10/10👃 Licensed Indoors Lemon Cherry Candy Nose Dense Squishy Texture #DU4 Shocktartz (Indoor) is available in the Indoor catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $325.00, HP at $600.00, P at $1100.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#DU4 Shocktartz (Indoor) | FUELPACKS Indoor","#DU4 Shocktartz (Indoor) from FUELPACKS Indoor. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Indoor; #DU4 Shocktartz (Indoor); FUELPACKS; Telegram ordering","/products/du4-shocktartz-indoor","#DU4 Shocktartz (Indoor) product image from FUELPACKS","FUELPACKS","du4-shocktartz-indoor","","","#DU4 Shocktartz (Indoor)","62","gid://shopify/Product/10370335736104","du4-shocktartz-indoor","2026-08-01T19:21:21Z"
"#FD3 Shake Shack (Indoor)","fd3-shake-shack-indoor","Indoor","indoor","150","Indoor","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_0895_7218c1ec-23fa-49a2-b1d1-af31a49a8281.jpg?v=1785672242","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/6a14a7f8c5ef4b21ba3c710161cf97aa/6a14a7f8c5ef4b21ba3c710161cf97aa.HD-1080p-4.8Mbps-90557579.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_0895_7218c1ec-23fa-49a2-b1d1-af31a49a8281.jpg?v=1785672242""]","[{""name"":""P"",""price"":150,""inventory"":999}]","[""hsl(275, 30%, 18%)"",""hsl(275, 40%, 35%)"",""hsl(275, 50%, 60%)""]","7/10👃 Earthy Piney Gelato Nose *ADD TO ORDER ONLY* *NO ADDITIONAL DROPS* #FD3 Shake Shack (Indoor) is available in the Indoor catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include P at $150.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#FD3 Shake Shack (Indoor) | FUELPACKS Indoor","#FD3 Shake Shack (Indoor) from FUELPACKS Indoor. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Indoor; #FD3 Shake Shack (Indoor); FUELPACKS; Telegram ordering","/products/fd3-shake-shack-indoor","#FD3 Shake Shack (Indoor) product image from FUELPACKS","FUELPACKS","fd3-shake-shack-indoor","","","#FD3 Shake Shack (Indoor)","63","gid://shopify/Product/10370582118696","fd3-shake-shack-indoor","2026-08-02T12:04:23Z"
"#EV1 Za Morant (Indoor) (Zaza)","ev1-za-morant-indoor-zaza","Exotic","exotic","365","Exotic","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2066.jpg?v=1785672389","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/62b1071411d74c599d75f7dcd807ae5d/62b1071411d74c599d75f7dcd807ae5d.HD-1080p-4.8Mbps-90557637.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2066.jpg?v=1785672389""]","[{""name"":""QP"",""price"":365,""inventory"":999},{""name"":""HP"",""price"":685,""inventory"":999},{""name"":""P"",""price"":1275,""inventory"":999}]","[""hsl(331, 30%, 18%)"",""hsl(331, 40%, 35%)"",""hsl(331, 50%, 60%)""]","10/10👃 Licensed Indoors Lemon Cherry Candy Nose Soft Squishy Texture #EV1 Za Morant (Indoor) (Zaza) is available in the Exotic catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $365.00, HP at $685.00, P at $1275.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#EV1 Za Morant (Indoor) (Zaza) | FUELPACKS Exotic","#EV1 Za Morant (Indoor) (Zaza) from FUELPACKS Exotic. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Exotic; #EV1 Za Morant (Indoor) (Zaza); FUELPACKS; Telegram ordering","/products/ev1-za-morant-indoor-zaza","#EV1 Za Morant (Indoor) (Zaza) product image from FUELPACKS","FUELPACKS","ev1-za-morant-indoor-zaza","","","#EV1 Za Morant (Indoor) (Zaza)","64","gid://shopify/Product/10370582315304","ev1-za-morant-indoor-zaza","2026-08-02T12:07:01Z"
"#BI3 Bazooka Joe (Indoor)","bi3-bazooka-joe-indoor","Indoor","indoor","310","Indoor","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2090.jpg?v=1785747821","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/ea799470006549b7b7803cd7949438dd/ea799470006549b7b7803cd7949438dd.HD-1080p-4.8Mbps-90614070.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2090.jpg?v=1785747821""]","[{""name"":""QP"",""price"":310,""inventory"":999},{""name"":""HP"",""price"":575,""inventory"":999},{""name"":""P"",""price"":1075,""inventory"":999}]","[""hsl(45, 30%, 18%)"",""hsl(45, 40%, 35%)"",""hsl(45, 50%, 60%)""]","9.5/10👃 Licensed Indoors Pungent Lemon Cherry Nose Dense Squishy Texture #BI3 Bazooka Joe (Indoor) is available in the Indoor catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $310.00, HP at $575.00, P at $1075.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#BI3 Bazooka Joe (Indoor) | FUELPACKS Indoor","#BI3 Bazooka Joe (Indoor) from FUELPACKS Indoor. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Indoor; #BI3 Bazooka Joe (Indoor); FUELPACKS; Telegram ordering","/products/bi3-bazooka-joe-indoor","#BI3 Bazooka Joe (Indoor) product image from FUELPACKS","FUELPACKS","bi3-bazooka-joe-indoor","","","#BI3 Bazooka Joe (Indoor)","65","gid://shopify/Product/10371085500712","bi3-bazooka-joe-indoor","2026-08-03T09:04:00Z"
"#FI2 Willy Wonka (AAA)","fi2-willy-wonka-aaa","AAA","aaa","230","AAA","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2096.jpg?v=1785748062","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/8516633fde2743c59f9f06ecd86ad1fd/8516633fde2743c59f9f06ecd86ad1fd.HD-1080p-4.8Mbps-90614431.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2096.jpg?v=1785748062""]","[{""name"":""QP"",""price"":230,""inventory"":999},{""name"":""HP"",""price"":410,""inventory"":999},{""name"":""P"",""price"":725,""inventory"":999}]","[""hsl(348, 30%, 18%)"",""hsl(348, 40%, 35%)"",""hsl(348, 50%, 60%)""]","9/10👃 Skunky Gassy Candy Nose Dense Texture #FI2 Willy Wonka (AAA) is available in the AAA catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $230.00, HP at $410.00, P at $725.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#FI2 Willy Wonka (AAA) | FUELPACKS AAA","#FI2 Willy Wonka (AAA) from FUELPACKS AAA. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","AAA; #FI2 Willy Wonka (AAA); FUELPACKS; Telegram ordering","/products/fi2-willy-wonka-aaa","#FI2 Willy Wonka (AAA) product image from FUELPACKS","FUELPACKS","fi2-willy-wonka-aaa","","","#FI2 Willy Wonka (AAA)","66","gid://shopify/Product/10371090940200","fi2-willy-wonka-aaa","2026-08-03T09:07:51Z"
"#DL2 Raunchy Runtz (Deps)","dl2-raunchy-runtz-deps","Deps","deps","200","Deps","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2100.jpg?v=1785748191","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/5d2c92c38c634541b5596eed19f00ac1/5d2c92c38c634541b5596eed19f00ac1.HD-1080p-4.8Mbps-90614667.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2100.jpg?v=1785748191""]","[{""name"":""QP"",""price"":200,""inventory"":999},{""name"":""HP"",""price"":350,""inventory"":999},{""name"":""P"",""price"":600,""inventory"":999}]","[""hsl(244, 30%, 18%)"",""hsl(244, 40%, 35%)"",""hsl(244, 50%, 60%)""]","8/10👃 Faint Lemon Cherry Nose Dense Squishy Texture #DL2 Raunchy Runtz (Deps) is available in the Deps catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $200.00, HP at $350.00, P at $600.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#DL2 Raunchy Runtz (Deps) | FUELPACKS Deps","#DL2 Raunchy Runtz (Deps) from FUELPACKS Deps. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Deps; #DL2 Raunchy Runtz (Deps); FUELPACKS; Telegram ordering","/products/dl2-raunchy-runtz-deps","#DL2 Raunchy Runtz (Deps) product image from FUELPACKS","FUELPACKS","dl2-raunchy-runtz-deps","","","#DL2 Raunchy Runtz (Deps)","67","gid://shopify/Product/10371091235112","dl2-raunchy-runtz-deps","2026-08-03T09:10:03Z"
"#AL2 91 Octane (AAA)","al2-91-octane-aaa","AAA","aaa","215","AAA","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1415.jpg?v=1785829252","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/4eb7ff85bb4649d394bedd43b3c3b9dc/4eb7ff85bb4649d394bedd43b3c3b9dc.HD-1080p-4.8Mbps-90702014.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1415.jpg?v=1785829252""]","[{""name"":""QP"",""price"":215,""inventory"":999},{""name"":""HP"",""price"":385,""inventory"":999},{""name"":""P"",""price"":675,""inventory"":999}]","[""hsl(43, 30%, 18%)"",""hsl(43, 40%, 35%)"",""hsl(43, 50%, 60%)""]","8.5/10👃 Sweet Gassy Fuel Nose Dense Squishy Texture #AL2 91 Octane (AAA) is available in the AAA catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $215.00, HP at $385.00, P at $675.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#AL2 91 Octane (AAA) | FUELPACKS AAA","#AL2 91 Octane (AAA) from FUELPACKS AAA. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","AAA; #AL2 91 Octane (AAA); FUELPACKS; Telegram ordering","/products/al2-91-octane-aaa","#AL2 91 Octane (AAA) product image from FUELPACKS","FUELPACKS","al2-91-octane-aaa","","","#AL2 91 Octane (AAA)","68","gid://shopify/Product/10372086792488","al2-91-octane-aaa","2026-08-04T07:41:18Z"
"#AG1 Ridgeline Runtz (AAA)","ag1-ridgeline-runtz-aaa","AAA","aaa","215","AAA","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1417.jpg?v=1785829313","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/f4c70edd398b4eadbb8b812a43a8c412/f4c70edd398b4eadbb8b812a43a8c412.HD-1080p-4.8Mbps-90702103.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1417.jpg?v=1785829313""]","[{""name"":""QP"",""price"":215,""inventory"":999},{""name"":""HP"",""price"":385,""inventory"":999},{""name"":""P"",""price"":675,""inventory"":999}]","[""hsl(157, 30%, 18%)"",""hsl(157, 40%, 35%)"",""hsl(157, 50%, 60%)""]","8.5/10👃 Sweet Gassy Gelato Nose Dense Squishy Texture #AG1 Ridgeline Runtz (AAA) is available in the AAA catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $215.00, HP at $385.00, P at $675.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#AG1 Ridgeline Runtz (AAA) | FUELPACKS AAA","#AG1 Ridgeline Runtz (AAA) from FUELPACKS AAA. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","AAA; #AG1 Ridgeline Runtz (AAA); FUELPACKS; Telegram ordering","/products/ag1-ridgeline-runtz-aaa","#AG1 Ridgeline Runtz (AAA) product image from FUELPACKS","FUELPACKS","ag1-ridgeline-runtz-aaa","","","#AG1 Ridgeline Runtz (AAA)","69","gid://shopify/Product/10372089413928","ag1-ridgeline-runtz-aaa","2026-08-04T07:42:22Z"
"#BW3 Apple Fritter (Deps)","bw3-apple-fritter-deps","Deps","deps","195","Deps","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1498.jpg?v=1785829376","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/c238604d3b9d40d6a7e01a46e0c5fd28/c238604d3b9d40d6a7e01a46e0c5fd28.HD-1080p-4.8Mbps-90702159.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1498.jpg?v=1785829376""]","[{""name"":""QP"",""price"":195,""inventory"":999},{""name"":""HP"",""price"":345,""inventory"":999},{""name"":""P"",""price"":590,""inventory"":999}]","[""hsl(65, 30%, 18%)"",""hsl(65, 40%, 35%)"",""hsl(65, 50%, 60%)""]","8.5/10👃 Gassy Apple Fritter Nose Dense Squishy Texture #BW3 Apple Fritter (Deps) is available in the Deps catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $195.00, HP at $345.00, P at $590.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#BW3 Apple Fritter (Deps) | FUELPACKS Deps","#BW3 Apple Fritter (Deps) from FUELPACKS Deps. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Deps; #BW3 Apple Fritter (Deps); FUELPACKS; Telegram ordering","/products/bw3-apple-fritter-deps","#BW3 Apple Fritter (Deps) product image from FUELPACKS","FUELPACKS","bw3-apple-fritter-deps","","","#BW3 Apple Fritter (Deps)","70","gid://shopify/Product/10372092887336","bw3-apple-fritter-deps","2026-08-04T07:43:34Z"
"#CZ1 Zuyaqui (Indoor) (Zaza)","cz1-zuaqui-indoor-zaza","Exotic","exotic","400","Exotic","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2126.jpg?v=1785829519","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/d68dfc79dd8341729d18faf9f5cab1ce/d68dfc79dd8341729d18faf9f5cab1ce.HD-1080p-4.8Mbps-90702285.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2126.jpg?v=1785829519""]","[{""name"":""QP"",""price"":400,""inventory"":999},{""name"":""HP"",""price"":750,""inventory"":999},{""name"":""P"",""price"":1400,""inventory"":999}]","[""hsl(69, 30%, 18%)"",""hsl(69, 40%, 35%)"",""hsl(69, 50%, 60%)""]","10/10👃 Licensed Indoors BRED BY R3TROWAVE👾 Lemon Cherry Candy Nose Soft Squishy Texture #CZ1 Zuyaqui (Indoor) (Zaza) is available in the Exotic catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $400.00, HP at $750.00, P at $1400.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#CZ1 Zuyaqui (Indoor) (Zaza) | FUELPACKS Exotic","#CZ1 Zuyaqui (Indoor) (Zaza) from FUELPACKS Exotic. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Exotic; #CZ1 Zuyaqui (Indoor) (Zaza); FUELPACKS; Telegram ordering","/products/cz1-zuaqui-indoor-zaza","#CZ1 Zuyaqui (Indoor) (Zaza) product image from FUELPACKS","FUELPACKS","cz1-zuaqui-indoor-zaza","","","#CZ1 Zuyaqui (Indoor) (Zaza)","71","gid://shopify/Product/10372099801384","cz1-zuaqui-indoor-zaza","2026-08-04T07:45:47Z"
"#FA1 Bottega Bubba (Indoor)","fa1-bottega-bubba-indoor","Indoor","indoor","255","Indoor","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2128.jpg?v=1785829603","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/08027a93572b48bba2b2e88b3bfc32f9/08027a93572b48bba2b2e88b3bfc32f9.HD-1080p-4.8Mbps-90702570.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2128.jpg?v=1785829603""]","[{""name"":""QP"",""price"":255,""inventory"":999},{""name"":""HP"",""price"":460,""inventory"":999},{""name"":""P"",""price"":825,""inventory"":999}]","[""hsl(108, 30%, 18%)"",""hsl(108, 40%, 35%)"",""hsl(108, 50%, 60%)""]","9/10👃 Sweet Gassy Bubba Nose Dense Squishy Texture #FA1 Bottega Bubba (Indoor) is available in the Indoor catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $255.00, HP at $460.00, P at $825.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#FA1 Bottega Bubba (Indoor) | FUELPACKS Indoor","#FA1 Bottega Bubba (Indoor) from FUELPACKS Indoor. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Indoor; #FA1 Bottega Bubba (Indoor); FUELPACKS; Telegram ordering","/products/fa1-bottega-bubba-indoor","#FA1 Bottega Bubba (Indoor) product image from FUELPACKS","FUELPACKS","fa1-bottega-bubba-indoor","","","#FA1 Bottega Bubba (Indoor)","72","gid://shopify/Product/10372103799080","fa1-bottega-bubba-indoor","2026-08-04T07:47:12Z"
"#AY4 Hannah Montana (AAA)","ay4-hannah-montana-aaa","Special Deals","special-deals","500","Special Deals","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2102.jpg?v=1785919638","","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2102.jpg?v=1785919638""]","[{""name"":""11 oz"",""price"":500,""inventory"":999}]","[""hsl(172, 30%, 18%)"",""hsl(172, 40%, 35%)"",""hsl(172, 50%, 60%)""]","💰TRAP LORD SPECIAL💰 8.5/10👃 *ADD TO ORDER ONLY* Sweet Gassy Truffles Nose Dense Texture *NO ADDITIONAL DROPS* #AY4 Hannah Montana (AAA) is available in the Special Deals catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include 11 oz at $500.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#AY4 Hannah Montana (AAA) | FUELPACKS Special Deals","#AY4 Hannah Montana (AAA) from FUELPACKS Special Deals. View images, video, variants, price, availability, and send your prepared order through Telegram...","Special Deals; #AY4 Hannah Montana (AAA); FUELPACKS; Telegram ordering","/products/ay4-hannah-montana-aaa","#AY4 Hannah Montana (AAA) product image from FUELPACKS","FUELPACKS","ay4-hannah-montana-aaa","","","#AY4 Hannah Montana (AAA)","73","gid://shopify/Product/10373559320872","ay4-hannah-montana-aaa","2026-08-05T08:47:35Z"
"#EY4 Purple Bubba (Indoor)","ey4-purple-bubba-indoor","Indoor","indoor","265","Indoor","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2170.jpg?v=1785919890","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/e42ff172c93b4efd9a7c78d9c833b4c0/e42ff172c93b4efd9a7c78d9c833b4c0.HD-1080p-4.8Mbps-90804190.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2170.jpg?v=1785919890""]","[{""name"":""QP"",""price"":265,""inventory"":999},{""name"":""HP"",""price"":485,""inventory"":999},{""name"":""P"",""price"":875,""inventory"":999}]","[""hsl(38, 30%, 18%)"",""hsl(38, 40%, 35%)"",""hsl(38, 50%, 60%)""]","9.5/10👃 Sweet Gassy Bubba Nose Dense Squishy Texture #EY4 Purple Bubba (Indoor) is available in the Indoor catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $265.00, HP at $485.00, P at $875.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#EY4 Purple Bubba (Indoor) | FUELPACKS Indoor","#EY4 Purple Bubba (Indoor) from FUELPACKS Indoor. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Indoor; #EY4 Purple Bubba (Indoor); FUELPACKS; Telegram ordering","/products/ey4-purple-bubba-indoor","#EY4 Purple Bubba (Indoor) product image from FUELPACKS","FUELPACKS","ey4-purple-bubba-indoor","","","#EY4 Purple Bubba (Indoor)","74","gid://shopify/Product/10373559746856","ey4-purple-bubba-indoor","2026-08-05T08:51:42Z"
"#AW2 Uncle Snoop (Indoor)","aw2-uncle-snoop-indoor","Indoor","indoor","325","Indoor","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2174.jpg?v=1785920106","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/6407d44bb48b4b81b8f98f0041c92a1b/6407d44bb48b4b81b8f98f0041c92a1b.HD-1080p-4.8Mbps-90804458.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2174.jpg?v=1785920106""]","[{""name"":""QP"",""price"":325,""inventory"":999},{""name"":""HP"",""price"":600,""inventory"":999},{""name"":""P"",""price"":1100,""inventory"":999}]","[""hsl(254, 30%, 18%)"",""hsl(254, 40%, 35%)"",""hsl(254, 50%, 60%)""]","9.5/10👃 Licensed Indoors Pungent Gassy Candy Nose Dense Squishy Texture #AW2 Uncle Snoop (Indoor) is available in the Indoor catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $325.00, HP at $600.00, P at $1100.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#AW2 Uncle Snoop (Indoor) | FUELPACKS Indoor","#AW2 Uncle Snoop (Indoor) from FUELPACKS Indoor. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Indoor; #AW2 Uncle Snoop (Indoor); FUELPACKS; Telegram ordering","/products/aw2-uncle-snoop-indoor","#AW2 Uncle Snoop (Indoor) product image from FUELPACKS","FUELPACKS","aw2-uncle-snoop-indoor","","","#AW2 Uncle Snoop (Indoor)","75","gid://shopify/Product/10373560533288","aw2-uncle-snoop-indoor","2026-08-05T08:55:12Z"
